"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"Jio Financial Services Limited","47.12","52.88","0","-","30-JUN-2025","21-JUL-2025",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_1489728_21072025081030_WEB.xml","21-JUL-2025 20:10:39","21-JUL-2025 20:10:44","00:00:05"
"Jio Financial Services Limited","47.12","52.88","0","-","31-MAR-2025","21-APR-2025",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_198863_1421785_21042025064702_WEB.xml","21-APR-2025 18:47:04","21-APR-2025 18:47:07","00:00:03"
"Jio Financial Services Limited","47.12","52.88","0","-","31-DEC-2024","14-JAN-2025",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_194625_1345177_14012025052511_WEB.xml","14-JAN-2025 17:25:12","14-JAN-2025 17:25:15","00:00:03"
"Jio Financial Services Limited","47.12","52.88","0","-","30-SEP-2024","18-OCT-2024",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_192768_1276831_18102024010114_WEB.xml","18-OCT-2024 13:01:16","18-OCT-2024 13:01:24","00:00:08"
"Jio Financial Services Limited","47.12","52.88","0","-","30-JUN-2024","18-JUL-2024",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_190140_1192923_18072024073233_WEB.xml","18-JUL-2024 19:32:36","18-JUL-2024 19:32:40","00:00:04"
"Jio Financial Services Limited","47.12","52.88","0","-","31-MAR-2024","20-APR-2024",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_188094_1103386_20042024123745_WEB.xml","20-APR-2024 12:37:48",,"::"
"Jio Financial Services Limited","47.12","52.88","0","-","31-DEC-2023","20-JAN-2024",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_185171_1030981_20012024100232_WEB.xml","20-JAN-2024 10:02:34","20-JAN-2024 11:45:11","01:42:37"
"Jio Financial Services Limited","46.77","53.23","0","-","30-SEP-2023","21-OCT-2023",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_182946_965751_21102023071256_WEB.xml","21-OCT-2023 19:12:58","21-OCT-2023 19:15:02","00:02:04"
"Jio Financial Services Limited","45.8","54.2","0","-","10-AUG-2023","16-FEB-2024",,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_185475_1056981_16022024105041_WEB.xml","22-FEB-2024 13:25:03","22-FEB-2024 13:30:04","00:05:01"
