"COMPANY","PROMOTER & PROMOTER GROUP (A)","PUBLIC (B)","SHARES HELD BY EMPLOYEE TRUSTS (C2)","STATUS","AS ON DATE","SUBMISSION DATE","REVISION DATE","ACTION","BROADCAST DATE/TIME","EXCHANGE DISSEMINATION TIME","TIME TAKEN"
"Shriram Finance Limited","26.25","73.75","0","-","30-SEP-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_142819_154455_19102019024749_WEB.xml","24-OCT-2019 14:56:40",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","30-JUN-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_140028_122396_20072019015906_WEB.xml","20-JUL-2019 14:10:13",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","31-MAR-2019",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_136946_96004_17042019040813_WEB.xml","17-APR-2019 16:10:10",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","31-DEC-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_134139_73900_17012019041451_WEB.xml","17-JAN-2019 16:40:21",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","30-SEP-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_129626_42846_06102018021259_WEB.xml","06-OCT-2018 14:40:06",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","30-JUN-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_128662_26403_19072018125539_WEB.xml","19-JUL-2018 13:10:13",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","31-MAR-2018",,,"https://nsearchives.nseindia.com/corporate/xbrl/SHP_WEB_5724_19042018025506.xml","19-APR-2018 15:10:11",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","31-DEC-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","15-JAN-2018 15:40:04",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","30-SEP-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","16-OCT-2017 17:10:03",,"::"
"Shriram Finance Limited","26.08","73.92","0","-","30-JUN-2017",,,"https://nsearchives.nseindia.com/corporate/xbrl/-","17-JUL-2017 16:10:01",,"::"
